amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,log_amount,hour_sin,hour_cos,is_late_night,high_velocity,low_device_trust,risk_signal_count,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel
524.29,2,0,0,93,0,64,6.2639504910378045,0.49999999999999994,0.8660254037844387,1,0,0,1,0,1,0,0,0
355.49,18,0,0,78,3,26,5.8763061889700445,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,1
142.92,12,0,0,88,3,25,4.969257589642278,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,1,0,0
184.12,15,0,0,89,2,60,5.221004263445367,-0.7071067811865471,-0.7071067811865479,0,0,0,0,1,0,0,0,0
15.05,21,0,1,52,0,60,2.775708849576025,-0.7071067811865477,0.7071067811865474,0,0,0,1,1,0,0,0,0
11.97,4,0,0,65,3,62,2.5626389983283526,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,1,0,0
346.3,5,0,0,71,2,33,5.850188959750028,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,0,0,1
6.15,2,0,0,73,0,52,1.9671123567059163,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,1,0
496.19,9,0,0,36,0,47,6.208972246803563,0.7071067811865476,-0.7071067811865475,0,0,1,1,0,0,1,0,0
24.2,17,0,0,56,2,28,3.2268439945173775,-0.9659258262890683,-0.25881904510252063,0,0,0,0,1,0,0,0,0
244.31,20,0,0,28,2,23,5.5025227168419955,-0.8660254037844386,0.5000000000000001,0,0,1,1,0,0,1,0,0
30.3,3,0,0,80,0,21,3.4436180975461075,0.7071067811865476,0.7071067811865476,1,0,0,1,0,0,0,1,0
790.93,19,0,0,94,4,49,6.67447300406996,-0.9659258262890684,0.2588190451025203,0,1,0,1,0,1,0,0,0
147.68,19,0,0,35,1,52,5.001796345429051,-0.9659258262890684,0.2588190451025203,0,0,1,1,0,0,0,0,1
152.42,1,0,0,83,2,31,5.03317925853115,0.25881904510252074,0.9659258262890683,1,0,0,1,0,1,0,0,0
245.3,17,0,0,93,1,46,5.506550305126492,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,1,0,0
39.41,9,0,0,77,0,37,3.6990772790903823,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,1,0,0,0
230.97,6,0,0,52,1,46,5.446608052960179,1.0,6.123233995736766e-17,0,0,0,0,0,0,1,0,0
982.29,23,0,0,45,5,18,6.890904091898132,-0.25881904510252157,0.9659258262890681,0,1,0,1,0,0,1,0,0
134.36,20,0,0,92,3,26,4.907937895857914,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1
110.33,0,0,0,64,0,64,4.712498763740616,0.0,1.0,1,0,0,1,1,0,0,0,0
104.76,8,0,0,38,0,54,4.6611723761033765,0.8660254037844387,-0.4999999999999998,0,0,1,1,0,0,0,1,0
25.73,21,0,0,98,2,22,3.2857865301508276,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,0,0,0,1
98.05,20,0,0,89,1,22,4.59562477314456,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1
101.92,11,0,0,38,2,52,4.6339519874135435,0.258819045102521,-0.9659258262890682,0,0,1,1,0,0,0,1,0
74.03,12,0,0,73,0,27,4.3178880335576375,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0
116.23,20,0,0,48,1,27,4.7641378170837365,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0
140.28,16,0,0,49,4,45,4.9507437368556495,-0.8660254037844385,-0.5000000000000004,0,1,0,1,0,0,0,0,1
13.41,2,0,0,96,2,35,2.667922410011431,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,1
94.81,9,0,0,63,3,20,4.562367063662782,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,1,0,0
207.29,5,0,0,50,1,54,5.338931339433292,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,1,0,0
296.56,11,0,0,81,3,36,5.69561588532314,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0
13.68,8,0,1,69,3,18,2.6864860231863696,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,0,0,1
55.86,19,0,0,84,1,65,4.040592106222854,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,1,0,0
2.09,11,0,0,80,5,20,1.128171090909654,0.258819045102521,-0.9659258262890682,0,1,0,1,0,1,0,0,0
457.05,17,0,0,56,2,40,6.1269783484612175,-0.9659258262890683,-0.25881904510252063,0,0,0,0,1,0,0,0,0
639.75,17,0,0,67,0,37,6.462639365244181,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,1,0,0
8.27,19,1,0,84,3,58,2.2267833795777636,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0,0,1,0
235.42,21,0,0,97,3,36,5.465609884322231,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,1,0,0,0
199.8,11,0,0,35,4,27,5.302309387817574,0.258819045102521,-0.9659258262890682,0,1,1,2,1,0,0,0,0
140.3,12,1,0,40,1,65,4.950885289690482,1.2246467991473532e-16,-1.0,0,0,0,1,0,0,0,0,1
4.11,4,0,0,28,1,57,1.631199404215613,0.8660254037844386,0.5000000000000001,1,0,1,2,1,0,0,0,0
181.57,15,1,0,63,2,28,5.207133661125419,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0,0,0,1
156.05,23,0,0,25,4,28,5.056564225984656,-0.25881904510252157,0.9659258262890681,0,1,1,2,0,0,0,0,1
30.6,5,0,0,45,4,18,3.4531571205928664,0.9659258262890683,0.25881904510252074,1,1,0,2,1,0,0,0,0
81.54,19,0,0,40,1,54,4.413283024324436,-0.9659258262890684,0.2588190451025203,0,0,0,0,1,0,0,0,0
373.59,5,0,0,91,2,59,5.925832094512182,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,1,0,0
84.84,4,0,0,47,1,48,4.452485098322443,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,1,0,0
122.09,5,0,0,85,0,30,4.812915795122205,0.9659258262890683,0.25881904510252074,1,0,0,1,0,1,0,0,0
22.83,7,0,0,41,3,55,3.170945291110651,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,1,0,0
147.63,19,0,1,73,5,32,5.001459996160803,-0.9659258262890684,0.2588190451025203,0,1,0,2,0,1,0,0,0
105.25,2,0,0,65,2,39,4.665794807804526,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,1,0
285.26,9,1,0,25,0,49,5.6569004887560705,0.7071067811865476,-0.7071067811865475,0,0,1,2,0,0,1,0,0
409.52,14,0,0,55,2,31,6.017424648777514,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,1,0,0
83.93,14,0,0,83,1,59,4.441827387791918,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,1,0
650.67,12,0,0,67,4,53,6.479538298827788,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,1,0,0
148.16,23,0,0,29,2,44,5.00501955531062,-0.25881904510252157,0.9659258262890681,0,0,1,1,0,0,0,1,0
163.73,20,0,0,43,3,51,5.104307769958891,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0
119.34,14,0,0,82,2,51,4.790321069792205,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,1,0,0,0
79.94,21,0,0,88,1,56,4.393708139447719,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,1,0,0,0
1.64,2,0,0,66,0,33,0.9707789171582248,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,1,0
315.97,5,0,0,79,2,53,5.758807132174922,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,0,1,0
109.05,3,0,0,97,3,19,4.70093480797247,0.7071067811865476,0.7071067811865476,1,0,0,1,0,0,0,1,0
356.21,12,0,0,67,3,24,5.878323844131193,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0
184.89,8,0,0,29,1,46,5.225155100919053,0.8660254037844387,-0.4999999999999998,0,0,1,1,0,0,0,0,1
196.12,4,0,0,59,2,19,5.283812680345155,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,1
286.19,11,0,0,30,1,65,5.660144017626371,0.258819045102521,-0.9659258262890682,0,0,1,1,1,0,0,0,0
46.29,5,0,0,82,1,50,3.8562988566557843,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,0,0,1
243.61,11,0,0,86,4,43,5.499665105491789,0.258819045102521,-0.9659258262890682,0,1,0,1,0,0,0,1,0
230.88,15,0,0,66,1,31,5.446219996471532,-0.7071067811865471,-0.7071067811865479,0,0,0,0,1,0,0,0,0
46.13,9,0,0,29,1,51,3.8529097409356394,0.7071067811865476,-0.7071067811865475,0,0,1,1,0,0,1,0,0
750.93,14,0,0,42,0,30,6.622643234510769,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0
1042.64,6,0,0,92,1,45,6.950469881389674,1.0,6.123233995736766e-17,0,0,0,0,0,0,1,0,0
888.87,1,0,0,35,4,50,6.791075384641571,0.25881904510252074,0.9659258262890683,1,1,1,3,0,1,0,0,0
157.52,4,0,0,73,2,61,5.065880768322234,0.8660254037844386,0.5000000000000001,1,0,0,1,1,0,0,0,0
8.43,20,0,0,73,3,40,2.2438960966453663,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1
244.48,22,0,0,32,1,34,5.503215477520897,-0.5000000000000004,0.8660254037844384,0,0,1,1,0,0,0,0,1
26.18,2,0,0,59,2,44,3.3024814087229974,0.49999999999999994,0.8660254037844387,1,0,0,1,0,1,0,0,0
209.59,8,0,0,68,2,24,5.349913115191687,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,1,0
257.64,0,0,0,33,2,36,5.555437133417177,0.0,1.0,1,0,1,2,1,0,0,0,0
280.94,22,0,1,54,4,60,5.64169428234278,-0.5000000000000004,0.8660254037844384,0,1,0,2,0,0,0,0,1
432.69,22,0,0,30,4,30,6.072329993162536,-0.5000000000000004,0.8660254037844384,0,1,1,2,0,0,1,0,0
64.05,13,0,0,28,2,58,4.1751562049585145,-0.2588190451025208,-0.9659258262890683,0,0,1,1,1,0,0,0,0
29.86,3,0,1,87,4,27,3.4294608469350147,0.7071067811865476,0.7071067811865476,1,1,0,3,0,0,0,0,1
34.58,4,1,1,38,2,37,3.571783682237689,0.8660254037844386,0.5000000000000001,1,0,1,4,0,0,1,0,0
815.36,10,0,0,60,1,30,6.70485543414497,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0
259.61,10,0,0,46,2,52,5.563025036939939,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0
201.92,11,0,1,81,1,51,5.312811812698489,0.258819045102521,-0.9659258262890682,0,0,0,1,0,1,0,0,0
78.8,12,0,0,33,3,44,4.379523504455763,1.2246467991473532e-16,-1.0,0,0,1,1,0,1,0,0,0
87.93,11,0,0,50,4,53,4.487849543411548,0.258819045102521,-0.9659258262890682,0,1,0,1,1,0,0,0,0
42.28,18,0,0,39,1,57,3.767690634538226,-1.0,-1.8369701987210297e-16,0,0,1,1,0,0,0,1,0
45.48,17,0,0,57,3,63,3.8390221125436557,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,1,0,0
44.66,10,0,0,39,1,55,3.821222641101649,0.49999999999999994,-0.8660254037844387,0,0,1,1,0,0,1,0,0
87.64,17,0,0,71,4,48,4.484583222998974,-0.9659258262890683,-0.25881904510252063,0,1,0,1,0,0,0,0,1
11.41,21,0,0,70,3,22,2.5185025992165158,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,1,0,0,0
187.47,7,0,0,95,1,67,5.238938843028536,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,1,0,0
123.75,17,0,1,32,1,25,4.826311734631628,-0.9659258262890683,-0.25881904510252063,0,0,1,2,0,1,0,0,0
120.56,19,0,0,39,3,34,4.800407968048592,-0.9659258262890684,0.2588190451025203,0,0,1,1,0,0,0,0,1
86.62,20,0,1,41,2,57,4.473009282385752,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,1
773.35,21,0,0,31,0,62,6.652023967762183,-0.7071067811865477,0.7071067811865474,0,0,1,1,0,0,1,0,0
185.79,0,0,0,72,4,68,5.229984991171212,0.0,1.0,1,1,0,2,0,0,0,0,1
352.6,10,0,0,39,5,26,5.868166330763488,0.49999999999999994,-0.8660254037844387,0,1,1,2,0,0,0,0,1
245.69,4,0,0,54,4,37,5.508132487650914,0.8660254037844386,0.5000000000000001,1,1,0,2,0,0,0,0,1
101.18,15,0,0,77,4,67,4.626735963902652,-0.7071067811865471,-0.7071067811865479,0,1,0,1,0,0,0,0,1
659.69,12,0,0,65,2,32,6.49328474345891,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0
95.57,6,0,0,29,7,65,4.570268133978827,1.0,6.123233995736766e-17,0,1,1,2,0,0,1,0,0
211.98,12,0,0,50,0,56,5.361198264587237,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0
90.6,1,1,0,44,1,56,4.517431271680085,0.25881904510252074,0.9659258262890683,1,0,0,2,0,0,0,1,0
9.61,22,0,0,45,3,63,2.3617969526258915,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0
500.18,7,0,0,86,1,36,6.21696531799587,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,1,0
309.31,15,0,0,42,3,54,5.737571797812276,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,0,1
6.31,9,0,0,94,0,21,1.9892432737616872,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,1,0
64.19,19,0,0,83,1,46,4.177306082936448,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,0,1
237.18,22,0,0,57,3,21,5.47302669033985,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,1,0
691.36,3,1,0,55,1,65,6.540106051558198,0.7071067811865476,0.7071067811865476,1,0,0,2,0,1,0,0,0
120.31,21,0,0,76,3,28,4.798349252782828,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,0,0,1,0
235.17,8,0,0,58,1,63,5.46455188468906,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,1
155.39,18,0,0,64,3,39,5.052352887448124,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0
64.63,18,0,0,77,1,26,4.184032908485631,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0
58.91,17,0,0,63,3,48,4.0928434360958335,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,1,0
162.83,13,0,0,28,2,20,5.098829304832172,-0.2588190451025208,-0.9659258262890683,0,0,1,1,1,0,0,0,0
9.62,3,0,0,81,5,65,2.362739015813793,0.7071067811865476,0.7071067811865476,1,1,0,2,0,1,0,0,0
635.29,10,0,0,59,0,22,6.455654434257951,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0,0,0,0
489.35,1,0,0,26,3,18,6.19511942183833,0.25881904510252074,0.9659258262890683,1,0,1,2,0,0,0,1,0
151.19,15,1,0,97,5,29,5.025129740246708,-0.7071067811865471,-0.7071067811865479,0,1,0,2,0,0,0,1,0
73.23,19,0,0,50,2,25,4.307168381129456,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,1,0
156.19,10,0,0,92,1,18,5.057455264740146,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0
40.43,11,1,0,38,5,32,3.7240052560893107,0.258819045102521,-0.9659258262890682,0,1,1,3,0,0,0,0,1
215.02,5,0,0,92,0,48,5.375370995990328,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,0,0,1
394.37,15,1,0,80,1,63,5.979822035323908,-0.7071067811865471,-0.7071067811865479,0,0,0,1,1,0,0,0,0
119.8,20,0,0,58,4,24,4.794136285500715,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,1,0,0
317.62,10,0,0,88,1,67,5.763999170144749,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0
310.53,15,0,0,63,4,41,5.741495641776368,-0.7071067811865471,-0.7071067811865479,0,1,0,1,0,0,1,0,0
381.28,17,0,0,40,4,47,5.9461533243979785,-0.9659258262890683,-0.25881904510252063,0,1,0,1,0,0,1,0,0
41.33,1,0,0,79,3,66,3.745496054532832,0.25881904510252074,0.9659258262890683,1,0,0,1,1,0,0,0,0
297.27,20,1,0,87,2,64,5.697999116567134,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,1,0
268.99,1,0,0,63,4,67,5.59838492127545,0.25881904510252074,0.9659258262890683,1,1,0,2,0,1,0,0,0
45.07,16,0,0,25,2,42,3.830161978947826,-0.8660254037844385,-0.5000000000000004,0,0,1,1,0,0,1,0,0
92.73,15,1,1,26,3,69,4.540418308758395,-0.7071067811865471,-0.7071067811865479,0,0,1,3,1,0,0,0,0
80.87,22,0,0,26,1,30,4.405132623388357,-0.5000000000000004,0.8660254037844384,0,0,1,1,1,0,0,0,0
82.42,14,0,0,67,2,23,4.423888088768799,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,1,0
79.63,6,0,0,69,4,25,4.389870788696931,1.0,6.123233995736766e-17,0,1,0,1,1,0,0,0,0
203.32,1,0,0,45,2,32,5.319687392284229,0.25881904510252074,0.9659258262890683,1,0,0,1,1,0,0,0,0
163.89,14,0,0,85,0,19,5.105278584912877,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,1,0,0
119.05,6,0,0,85,1,56,4.7879083226672625,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0
25.14,11,0,0,44,1,25,3.2634667081960758,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0
281.03,20,0,0,31,4,25,5.642013448258569,-0.8660254037844386,0.5000000000000001,0,1,1,2,1,0,0,0,0
41.29,19,0,0,94,6,40,3.7445506514843974,-0.9659258262890684,0.2588190451025203,0,1,0,1,0,0,1,0,0
1.53,23,0,0,49,1,62,0.9282193027394289,-0.25881904510252157,0.9659258262890681,0,0,0,0,0,1,0,0,0
239.92,20,0,0,49,2,69,5.4844649281755204,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0
165.8,17,0,0,91,1,55,5.116795489924646,-0.9659258262890683,-0.25881904510252063,0,0,0,0,1,0,0,0,0
55.32,6,0,0,58,2,40,4.0310497118497866,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0
125.87,11,0,0,98,2,37,4.843162940152507,0.258819045102521,-0.9659258262890682,0,0,0,0,1,0,0,0,0
474.53,8,0,0,98,1,52,6.164429971477911,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0
490.45,10,0,0,58,1,43,6.197360205012639,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,1
864.87,20,0,0,87,2,50,6.7637347818205384,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0
125.93,0,0,0,50,3,47,4.843635753400086,0.0,1.0,1,0,0,1,0,1,0,0,0
237.22,22,0,0,81,0,63,5.473194616452755,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0
85.96,2,0,0,30,1,62,4.465448242812954,0.49999999999999994,0.8660254037844387,1,0,1,2,0,0,1,0,0
84.74,15,0,0,69,1,59,4.451319461169831,-0.7071067811865471,-0.7071067811865479,0,0,0,0,1,0,0,0,0
73.22,5,0,0,94,1,58,4.307033655632451,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,1,0,0
413.77,15,0,0,68,3,32,6.027724149728293,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,1,0
70.8,8,1,0,54,3,39,4.273884476054178,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,1,0,0,0
177.41,17,0,0,28,3,27,5.184084272386612,-0.9659258262890683,-0.25881904510252063,0,0,1,1,0,0,1,0,0
50.53,3,0,0,74,3,64,3.942164162340133,0.7071067811865476,0.7071067811865476,1,0,0,1,0,0,1,0,0
95.16,11,0,0,91,4,30,4.566013470786897,0.258819045102521,-0.9659258262890682,0,1,0,1,0,0,0,1,0
54.16,7,0,0,47,2,21,4.010238052925101,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,1,0
264.54,20,0,0,40,1,49,5.581765488467756,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1
40.37,10,0,0,91,2,24,3.72255598047332,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0
32.78,20,0,1,99,2,53,3.519868911379654,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,1,0
340.55,4,0,0,44,0,27,5.833494081177858,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,1
275.82,13,0,0,89,0,66,5.623367475468556,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,1,0,0,0
84.15,12,0,0,89,0,24,4.444414407108697,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,1
351.57,0,0,0,68,2,27,5.865249184097899,0.0,1.0,1,0,0,1,0,1,0,0,0
13.17,7,0,0,79,3,38,2.6511270537025893,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,1
20.06,11,0,0,95,2,38,3.0473755067058295,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0
43.24,23,0,1,99,1,62,3.7896293572140793,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0,0,1,0
15.69,6,0,0,77,1,26,2.8148097376737438,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0
58.82,16,0,0,84,5,38,4.091340053201802,-0.8660254037844385,-0.5000000000000004,0,1,0,1,1,0,0,0,0
427.91,2,0,0,34,1,21,6.061247106709183,0.49999999999999994,0.8660254037844387,1,0,1,2,0,0,0,1,0
6.89,23,0,1,43,3,35,2.065596134857783,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0,0,1,0
443.19,4,0,0,80,1,31,6.09625239882511,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,1,0,0
291.76,10,0,0,71,1,32,5.679353160733027,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0
159.93,13,0,0,60,1,41,5.080969487830403,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0
121.31,1,1,0,70,3,62,4.806558805499272,0.25881904510252074,0.9659258262890683,1,0,0,2,0,0,1,0,0
335.84,9,0,0,71,2,68,5.819608040161792,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,1,0
328.74,7,0,0,52,1,63,5.798304465133032,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,1
36.56,18,0,0,71,1,39,3.6259396543400624,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0
4.71,15,0,0,74,4,50,1.742219023667919,-0.7071067811865471,-0.7071067811865479,0,1,0,1,0,1,0,0,0
13.5,6,0,0,90,7,36,2.6741486494265287,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,1,0
81.69,0,0,0,48,2,39,4.415098675734075,0.0,1.0,1,0,0,1,0,0,1,0,0
397.17,5,0,0,45,2,64,5.986879049766354,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,1,0,0
105.22,5,0,0,80,1,45,4.665512414994253,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,1,0,0
30.37,8,0,0,97,1,37,3.445852022202587,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0
130.18,9,0,0,79,1,40,4.876570425865589,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,1
29.79,5,0,0,67,1,34,3.427189961936409,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,0,0,1
222.39,14,0,0,92,2,38,5.408919122875832,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,1
276.58,17,0,0,55,2,40,5.626109179927694,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,1,0
42.46,1,0,0,50,1,50,3.7718409748282835,0.25881904510252074,0.9659258262890683,1,0,0,1,0,1,0,0,0
151.21,12,0,0,97,2,22,5.025261146291576,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0
428.71,18,0,0,58,3,22,6.063110562560427,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0
7.28,5,0,0,65,1,24,2.1138429683971687,0.9659258262890683,0.25881904510252074,1,0,0,1,0,0,1,0,0
147.73,23,0,0,55,1,62,5.002132581604506,-0.25881904510252157,0.9659258262890681,0,0,0,0,0,0,1,0,0
166.2,13,0,0,41,5,33,5.119190700650601,-0.2588190451025208,-0.9659258262890683,0,1,0,1,1,0,0,0,0
91.11,16,0,0,69,0,65,4.522983515000144,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,1,0,0,0
129.97,5,0,0,46,1,18,4.874968289341312,0.9659258262890683,0.25881904510252074,1,0,0,1,1,0,0,0,0
310.51,7,0,0,36,1,19,5.741431440440958,0.9659258262890683,-0.25881904510252063,0,0,1,1,0,0,0,1,0
647.29,5,0,0,64,2,55,6.474338127104403,0.9659258262890683,0.25881904510252074,1,0,0,1,1,0,0,0,0
179.41,6,1,0,52,4,33,5.195232038464711,1.0,6.123233995736766e-17,0,1,0,2,0,0,0,1,0
24.94,8,0,0,72,1,34,3.255786178888298,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,1,0,0
136.85,18,0,0,69,3,57,4.926166137469806,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,0
356.55,10,0,0,73,3,21,5.879275212494405,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0
92.51,5,0,0,94,2,65,4.5380683824473556,0.9659258262890683,0.25881904510252074,1,0,0,1,0,1,0,0,0
61.02,15,0,1,54,2,44,4.127456913672303,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,1,0,0,0
134.91,9,0,0,60,0,42,4.911992901967256,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,1
94.86,20,0,0,49,3,48,4.562888793731485,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0
39.1,15,1,0,85,5,66,3.6913763343125234,-0.7071067811865471,-0.7071067811865479,0,1,0,2,0,0,0,0,1
7.04,18,0,0,76,2,67,2.0844290831908747,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0
125.56,22,0,0,95,2,38,4.840716504019344,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0
7.31,10,0,0,28,1,34,2.1174596088673567,0.49999999999999994,-0.8660254037844387,0,0,1,1,1,0,0,0,0
89.9,21,0,0,89,1,48,4.509760001183433,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,1,0,0,0
14.06,17,0,0,82,3,34,2.7120422223717475,-0.9659258262890683,-0.25881904510252063,0,0,0,0,1,0,0,0,0
126.87,0,0,0,98,5,69,4.851014122823077,0.0,1.0,1,1,0,2,0,1,0,0,0
22.27,19,0,1,97,3,57,3.1471649773142003,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,1,0,0,0
78.88,5,0,0,75,1,40,4.380525508547614,0.9659258262890683,0.25881904510252074,1,0,0,1,0,1,0,0,0
133.35,4,0,0,93,4,37,4.9004483350615,0.8660254037844386,0.5000000000000001,1,1,0,2,0,0,0,1,0
14.27,7,0,1,78,2,25,2.725890119230541,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,1,0,0,0
154.92,14,0,0,77,2,18,5.049343055199305,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,1
